strain_stim,jnl,frame,time_s,fluor,dff
odr7p_Bcary_5percent,JNL_10off_120on_50off,601,60.011,15441100.000000002,-42.14755962374904
odr7p_Bcary_5percent,JNL_10off_120on_50off,602,60.111,15469400,-42.041529349827634
odr7p_Bcary_5percent,JNL_10off_120on_50off,603,60.211,15444400,-42.13519566954619
odr7p_Bcary_5percent,JNL_10off_120on_50off,604,60.311,15252500,-42.85417833970587
odr7p_Bcary_5percent,JNL_10off_120on_50off,605,60.411,15338300,-42.53271553043177
odr7p_Bcary_5percent,JNL_10off_120on_50off,606,60.511,15214500,-42.99655114567808
odr7p_Bcary_5percent,JNL_10off_120on_50off,607,60.611,15222199.999999998,-42.96770191920477
odr7p_Bcary_5percent,JNL_10off_120on_50off,608,60.711,15284300,-42.73503478102386
odr7p_Bcary_5percent,JNL_10off_120on_50off,609,60.811,15303000,-42.66497237387438
odr7p_Bcary_5percent,JNL_10off_120on_50off,610,60.911,15295600,-42.69269760451107
odr7p_Bcary_5percent,JNL_10off_120on_50off,611,61.011,15202800,-43.04038698330637
odr7p_Bcary_5percent,JNL_10off_120on_50off,612,61.111,15352800,-42.47838906499501
odr7p_Bcary_5percent,JNL_10off_120on_50off,613,61.211,15344000,-42.51135960953594
odr7p_Bcary_5percent,JNL_10off_120on_50off,614,61.311,15216800,-42.98793384426398
odr7p_Bcary_5percent,JNL_10off_120on_50off,615,61.411,15340200,-42.52559689013316
odr7p_Bcary_5percent,JNL_10off_120on_50off,616,61.511,15315600,-42.61776454873622
odr7p_Bcary_5percent,JNL_10off_120on_50off,617,61.611,15246200,-42.87778225227495
odr7p_Bcary_5percent,JNL_10off_120on_50off,618,61.711,15072900,-43.527077180564014
odr7p_Bcary_5percent,JNL_10off_120on_50off,619,61.811,15236000,-42.915998110720125
odr7p_Bcary_5percent,JNL_10off_120on_50off,620,61.911,15154300,-43.22209964356038
odr7p_Bcary_5percent,JNL_10off_120on_50off,621,62.011,15183600,-43.11232271685022
odr7p_Bcary_5percent,JNL_10off_120on_50off,622,62.111,15184400,-43.10932539461923
odr7p_Bcary_5percent,JNL_10off_120on_50off,623,62.211,15010400,-43.76124297986041
odr7p_Bcary_5percent,JNL_10off_120on_50off,624,62.311,15141200,-43.2711807950929
odr7p_Bcary_5percent,JNL_10off_120on_50off,625,62.411,15095900,-43.44090416642293
odr7p_Bcary_5percent,JNL_10off_120on_50off,626,62.511,15094000,-43.448022806721546
odr7p_Bcary_5percent,JNL_10off_120on_50off,627,62.611,14929900,-44.062848529354184
odr7p_Bcary_5percent,JNL_10off_120on_50off,628,62.711,15151400,-43.23296493664773
odr7p_Bcary_5percent,JNL_10off_120on_50off,629,62.811,15245600,-42.88003024394819
odr7p_Bcary_5percent,JNL_10off_120on_50off,630,62.911,15120300,-43.349485838377625
odr7p_Bcary_5percent,JNL_10off_120on_50off,631,63.011,15317600,-42.610271243158735
odr7p_Bcary_5percent,JNL_10off_120on_50off,632,63.111,15064300,-43.5592983945472
odr7p_Bcary_5percent,JNL_10off_120on_50off,633,63.211,14991600,-43.831680052288775
odr7p_Bcary_5percent,JNL_10off_120on_50off,634,63.311,14989800,-43.838424027308506
odr7p_Bcary_5percent,JNL_10off_120on_50off,635,63.411,14909300,-44.14002957680228
odr7p_Bcary_5percent,JNL_10off_120on_50off,636,63.511,14925300,-44.080083132182395
odr7p_Bcary_5percent,JNL_10off_120on_50off,637,63.611,14840000,-44.39967261506213
odr7p_Bcary_5percent,JNL_10off_120on_50off,638,63.711,15040400,-43.64884339619814
odr7p_Bcary_5percent,JNL_10off_120on_50off,639,63.811,14971900,-43.905489112226995
odr7p_Bcary_5percent,JNL_10off_120on_50off,640,63.911,15118799.999999998,-43.35510581756074
odr7p_Bcary_5percent,JNL_10off_120on_50off,641,64.011,14995600,-43.8166934411338
odr7p_Bcary_5percent,JNL_10off_120on_50off,642,64.111,15081199.999999998,-43.49597996241746
odr7p_Bcary_5percent,JNL_10off_120on_50off,643,64.211,14745500,-44.753731303598286
odr7p_Bcary_5percent,JNL_10off_120on_50off,644,64.311,15124500,-43.333749896664905
odr7p_Bcary_5percent,JNL_10off_120on_50off,645,64.411,14714700,-44.869128209491556
odr7p_Bcary_5percent,JNL_10off_120on_50off,646,64.511,14645800,-45.12727258663591
odr7p_Bcary_5percent,JNL_10off_120on_50off,647,64.611,14988999.999999998,-43.84142134953951
odr7p_Bcary_5percent,JNL_10off_120on_50off,648,64.721,14806999.999999998,-44.523312157090636
odr7p_Bcary_5percent,JNL_10off_120on_50off,649,64.821,14886800,-44.224329264548984
odr7p_Bcary_5percent,JNL_10off_120on_50off,650,64.921,14822800,-44.4641150430285
odr7p_Bcary_5percent,JNL_10off_120on_50off,651,65.021,14681000,-44.995390408472176
odr7p_Bcary_5percent,JNL_10off_120on_50off,652,65.111,14889800,-44.21308930618275
odr7p_Bcary_5percent,JNL_10off_120on_50off,653,65.221,14829500,-44.43901246934392
odr7p_Bcary_5percent,JNL_10off_120on_50off,654,65.311,14684299.999999998,-44.98302645426933
odr7p_Bcary_5percent,JNL_10off_120on_50off,655,65.411,14864900,-44.30638096062244
odr7p_Bcary_5percent,JNL_10off_120on_50off,656,65.511,14701200.000000002,-44.919708022139574
odr7p_Bcary_5percent,JNL_10off_120on_50off,657,65.621,14799000,-44.55328537940057
odr7p_Bcary_5percent,JNL_10off_120on_50off,658,65.721,14847100,-44.37307138026206
odr7p_Bcary_5percent,JNL_10off_120on_50off,659,65.821,14860400,-44.32324089817178
odr7p_Bcary_5percent,JNL_10off_120on_50off,660,65.921,14821000,-44.47085901804824
odr7p_Bcary_5percent,JNL_10off_120on_50off,661,66.021,14787500,-44.596371886471104
odr7p_Bcary_5percent,JNL_10off_120on_50off,662,66.121,14639200.000000002,-45.152000495041605
odr7p_Bcary_5percent,JNL_10off_120on_50off,663,66.221,14732400.000000002,-44.802812455130805
odr7p_Bcary_5percent,JNL_10off_120on_50off,664,66.321,14784700,-44.606862514279584
odr7p_Bcary_5percent,JNL_10off_120on_50off,665,66.421,14593700,-45.322473196929394
odr7p_Bcary_5percent,JNL_10off_120on_50off,666,66.521,14746999.999999998,-44.74811132441518
odr7p_Bcary_5percent,JNL_10off_120on_50off,667,66.621,14658400,-45.08006476149776
odr7p_Bcary_5percent,JNL_10off_120on_50off,668,66.721,14312100.000000002,-46.377530622239256
odr7p_Bcary_5percent,JNL_10off_120on_50off,669,66.821,14770700.000000002,-44.659315653321976
odr7p_Bcary_5percent,JNL_10off_120on_50off,670,66.921,14317100,-46.35879735829555
odr7p_Bcary_5percent,JNL_10off_120on_50off,671,67.021,14395300,-46.065809110215895
odr7p_Bcary_5percent,JNL_10off_120on_50off,672,67.121,14649300,-45.11415930187531
odr7p_Bcary_5percent,JNL_10off_120on_50off,673,67.221,14440900.000000002,-45.89496174304923
odr7p_Bcary_5percent,JNL_10off_120on_50off,674,67.321,14620899.999999998,-45.22056424107561
odr7p_Bcary_5percent,JNL_10off_120on_50off,675,67.421,14786600,-44.59974387398098
odr7p_Bcary_5percent,JNL_10off_120on_50off,676,67.521,14716100,-44.86388289558732
odr7p_Bcary_5percent,JNL_10off_120on_50off,677,67.621,14209000,-46.76381052475861
odr7p_Bcary_5percent,JNL_10off_120on_50off,678,67.721,14433400,-45.92306163896481
odr7p_Bcary_5percent,JNL_10off_120on_50off,679,67.821,14502100,-45.6656665923782
odr7p_Bcary_5percent,JNL_10off_120on_50off,680,67.921,14382400,-46.114140931190676
odr7p_Bcary_5percent,JNL_10off_120on_50off,681,68.021,14751200,-44.73237538270246
odr7p_Bcary_5percent,JNL_10off_120on_50off,682,68.121,14587100,-45.347201105335095
odr7p_Bcary_5percent,JNL_10off_120on_50off,683,68.221,14639400,-45.15125116448387
odr7p_Bcary_5percent,JNL_10off_120on_50off,684,68.321,14426699.999999998,-45.94816421264939
odr7p_Bcary_5percent,JNL_10off_120on_50off,685,68.421,14150900,-46.981491051784545
odr7p_Bcary_5percent,JNL_10off_120on_50off,686,68.521,14563299.999999998,-45.436371441707166
odr7p_Bcary_5percent,JNL_10off_120on_50off,687,68.621,14656400,-45.08755806707524
odr7p_Bcary_5percent,JNL_10off_120on_50off,688,68.721,14673900,-45.021991643272244
odr7p_Bcary_5percent,JNL_10off_120on_50off,689,68.821,14580900.000000002,-45.37043035262529
odr7p_Bcary_5percent,JNL_10off_120on_50off,690,68.921,14439800,-45.899083061116855
odr7p_Bcary_5percent,JNL_10off_120on_50off,691,69.021,14565600,-45.427754140293054
odr7p_Bcary_5percent,JNL_10off_120on_50off,692,69.121,14409600,-46.012231975336874
odr7p_Bcary_5percent,JNL_10off_120on_50off,693,69.221,14335100,-46.29135760809819
odr7p_Bcary_5percent,JNL_10off_120on_50off,694,69.321,14322700,-46.337816102678595
odr7p_Bcary_5percent,JNL_10off_120on_50off,695,69.421,14444700,-45.880724462452015
odr7p_Bcary_5percent,JNL_10off_120on_50off,696,69.521,14229300,-46.68775347314714
odr7p_Bcary_5percent,JNL_10off_120on_50off,697,69.621,14322200,-46.33968942907297
odr7p_Bcary_5percent,JNL_10off_120on_50off,698,69.721,14345100,-46.253891080210764
odr7p_Bcary_5percent,JNL_10off_120on_50off,699,69.821,14577500.000000002,-45.383168972107015
odr7p_Bcary_5percent,JNL_10off_120on_50off,700,69.921,14471900,-45.77881550659822
odr7p_Bcary_5percent,JNL_10off_120on_50off,701,70.021,14484100,-45.73310634257556
odr7p_Bcary_5percent,JNL_10off_120on_50off,702,70.121,14827800,-44.445381779084784
odr7p_Bcary_5percent,JNL_10off_120on_50off,703,70.221,14415900,-45.9886280627678
odr7p_Bcary_5percent,JNL_10off_120on_50off,704,70.321,14390400.000000002,-46.08416770888073
odr7p_Bcary_5percent,JNL_10off_120on_50off,705,70.421,14277700,-46.506415478172
odr7p_Bcary_5percent,JNL_10off_120on_50off,706,70.521,14400599.999999998,-46.045951850435564
odr7p_Bcary_5percent,JNL_10off_120on_50off,707,70.621,14541800,-45.516924476665125
odr7p_Bcary_5percent,JNL_10off_120on_50off,708,70.721,14606800,-45.27339204539687
odr7p_Bcary_5percent,JNL_10off_120on_50off,709,70.821,14182600,-46.86272215838141
odr7p_Bcary_5percent,JNL_10off_120on_50off,710,70.921,14076400,-47.26061668454586
odr7p_Bcary_5percent,JNL_10off_120on_50off,711,71.021,14452600,-45.85112590542095
odr7p_Bcary_5percent,JNL_10off_120on_50off,712,71.121,14505700,-45.652178642338725
odr7p_Bcary_5percent,JNL_10off_120on_50off,713,71.221,14300900,-46.419493133473175
odr7p_Bcary_5percent,JNL_10off_120on_50off,714,71.321,14203500,-46.784417115096694
odr7p_Bcary_5percent,JNL_10off_120on_50off,715,71.421,14365600,-46.17708469804154
odr7p_Bcary_5percent,JNL_10off_120on_50off,716,71.521,14206900,-46.77167849561497
odr7p_Bcary_5percent,JNL_10off_120on_50off,717,71.621,14245600,-46.626683032690636
odr7p_Bcary_5percent,JNL_10off_120on_50off,718,71.721,13955900.000000002,-47.712088345589315
odr7p_Bcary_5percent,JNL_10off_120on_50off,719,71.821,14253000,-46.598957802053945
odr7p_Bcary_5percent,JNL_10off_120on_50off,720,71.921,14214199.999999998,-46.74432793025716
odr7p_Bcary_5percent,JNL_10off_120on_50off,721,72.021,14235100,-46.66602288697243
odr7p_Bcary_5percent,JNL_10off_120on_50off,722,72.121,14165400,-46.92716458634778
odr7p_Bcary_5percent,JNL_10off_120on_50off,723,72.221,14197200,-46.80802102766577
odr7p_Bcary_5percent,JNL_10off_120on_50off,724,72.321,14150600,-46.98261504762117
odr7p_Bcary_5percent,JNL_10off_120on_50off,725,72.421,14006800,-47.521383718642326
odr7p_Bcary_5percent,JNL_10off_120on_50off,726,72.521,13941100,-47.76753880686271
odr7p_Bcary_5percent,JNL_10off_120on_50off,727,72.621,14064000.000000002,-47.30707517912626
odr7p_Bcary_5percent,JNL_10off_120on_50off,728,72.721,14089799.999999998,-47.21041153717672
odr7p_Bcary_5percent,JNL_10off_120on_50off,729,72.821,13980200,-47.621044682822884
odr7p_Bcary_5percent,JNL_10off_120on_50off,730,72.921,14130300,-47.05867209923264
odr7p_Bcary_5percent,JNL_10off_120on_50off,731,73.021,14184900,-46.854104856967304
odr7p_Bcary_5percent,JNL_10off_120on_50off,732,73.121,14017000,-47.48316786019716
odr7p_Bcary_5percent,JNL_10off_120on_50off,733,73.221,13869100,-48.037297807652166
odr7p_Bcary_5percent,JNL_10off_120on_50off,734,73.321,13824399.999999998,-48.204773187308966
odr7p_Bcary_5percent,JNL_10off_120on_50off,735,73.421,14131400,-47.05455078116502
odr7p_Bcary_5percent,JNL_10off_120on_50off,736,73.521,13912500.000000002,-47.87469307662074
odr7p_Bcary_5percent,JNL_10off_120on_50off,737,73.621,14169200,-46.91292730575056
odr7p_Bcary_5percent,JNL_10off_120on_50off,738,73.721,13843300,-48.13396144960172
odr7p_Bcary_5percent,JNL_10off_120on_50off,739,73.821,13860500,-48.06951902163535
odr7p_Bcary_5percent,JNL_10off_120on_50off,740,73.921,13666500,-48.79636966265139
odr7p_Bcary_5percent,JNL_10off_120on_50off,741,74.021,13870100,-48.033551154863424
odr7p_Bcary_5percent,JNL_10off_120on_50off,742,74.121,14108000,-47.14222245642159
odr7p_Bcary_5percent,JNL_10off_120on_50off,743,74.221,13836000,-48.16131201495954
odr7p_Bcary_5percent,JNL_10off_120on_50off,744,74.321,13775900,-48.38648584756296
odr7p_Bcary_5percent,JNL_10off_120on_50off,745,74.421,14083000.000000002,-47.23588877614015
odr7p_Bcary_5percent,JNL_10off_120on_50off,746,74.521,13914800,-47.86607577520663
odr7p_Bcary_5percent,JNL_10off_120on_50off,747,74.621,13898299.999999998,-47.927895546220896
odr7p_Bcary_5percent,JNL_10off_120on_50off,748,74.721,13588700,-49.08785924961555
odr7p_Bcary_5percent,JNL_10off_120on_50off,749,74.821,13784400.000000002,-48.35463929885864
odr7p_Bcary_5percent,JNL_10off_120on_50off,750,74.921,13786700,-48.346021997444545
odr7p_Bcary_5percent,JNL_10off_120on_50off,751,75.021,13807500,-48.2680916194387
odr7p_Bcary_5percent,JNL_10off_120on_50off,752,75.121,13688300,-48.7146926318568
odr7p_Bcary_5percent,JNL_10off_120on_50off,753,75.221,13742700.000000002,-48.510874720149204
odr7p_Bcary_5percent,JNL_10off_120on_50off,754,75.321,13705099.999999998,-48.651748865005935
odr7p_Bcary_5percent,JNL_10off_120on_50off,755,75.421,13588600,-49.088233914894424
odr7p_Bcary_5percent,JNL_10off_120on_50off,756,75.521,13958800,-47.701223052501966
odr7p_Bcary_5percent,JNL_10off_120on_50off,757,75.621,13619500,-48.97246234372228
odr7p_Bcary_5percent,JNL_10off_120on_50off,758,75.721,13821300,-48.21638781095405
odr7p_Bcary_5percent,JNL_10off_120on_50off,759,75.821,13579800,-49.12120445943536
odr7p_Bcary_5percent,JNL_10off_120on_50off,760,75.921,13761200,-48.44156164355748
odr7p_Bcary_5percent,JNL_10off_120on_50off,761,76.021,13735700,-48.53710128967041
odr7p_Bcary_5percent,JNL_10off_120on_50off,762,76.121,13749100,-48.48689614230126
odr7p_Bcary_5percent,JNL_10off_120on_50off,763,76.221,13757800,-48.4543002630392
odr7p_Bcary_5percent,JNL_10off_120on_50off,764,76.321,13761500,-48.44043764772085
odr7p_Bcary_5percent,JNL_10off_120on_50off,765,76.421,13378100,-49.87690432692471
odr7p_Bcary_5percent,JNL_10off_120on_50off,766,76.521,13638900,-48.89977727962068
odr7p_Bcary_5percent,JNL_10off_120on_50off,767,76.621,13560800,-49.19239086242146
odr7p_Bcary_5percent,JNL_10off_120on_50off,768,76.721,13596200,-49.05975935369998
odr7p_Bcary_5percent,JNL_10off_120on_50off,769,76.821,13759999.999999998,-48.44605762690398
odr7p_Bcary_5percent,JNL_10off_120on_50off,770,76.921,13456800,-49.582042752450675
odr7p_Bcary_5percent,JNL_10off_120on_50off,771,77.021,13567100,-49.16878694985238
odr7p_Bcary_5percent,JNL_10off_120on_50off,772,77.121,13436200,-49.65922379989877
odr7p_Bcary_5percent,JNL_10off_120on_50off,773,77.221,13083600,-50.98029357320936
odr7p_Bcary_5percent,JNL_10off_120on_50off,774,77.321,13336700,-50.03201575237865
odr7p_Bcary_5percent,JNL_10off_120on_50off,775,77.421,13575299.999999998,-49.1380643969847
odr7p_Bcary_5percent,JNL_10off_120on_50off,776,77.521,13700200,-48.67010746367077
odr7p_Bcary_5percent,JNL_10off_120on_50off,777,77.621,13504400,-49.403702079706534
odr7p_Bcary_5percent,JNL_10off_120on_50off,778,77.721,13704700,-48.653247526121426
odr7p_Bcary_5percent,JNL_10off_120on_50off,779,77.821,13347400,-49.9919265675391
odr7p_Bcary_5percent,JNL_10off_120on_50off,780,77.921,13513700,-49.36885820877123
odr7p_Bcary_5percent,JNL_10off_120on_50off,781,78.021,13321300,-50.08971420532527
odr7p_Bcary_5percent,JNL_10off_120on_50off,782,78.121,13648100,-48.86530807396425
odr7p_Bcary_5percent,JNL_10off_120on_50off,783,78.221,13403200,-49.78286334192727
odr7p_Bcary_5percent,JNL_10off_120on_50off,784,78.321,13558200,-49.20213215967219
odr7p_Bcary_5percent,JNL_10off_120on_50off,785,78.421,13474200,-49.51685099392656
odr7p_Bcary_5percent,JNL_10off_120on_50off,786,78.521,13481200,-49.49062442440536
odr7p_Bcary_5percent,JNL_10off_120on_50off,787,78.621,13462500,-49.56068683155485
odr7p_Bcary_5percent,JNL_10off_120on_50off,788,78.721,13511400,-49.377475510185334
odr7p_Bcary_5percent,JNL_10off_120on_50off,789,78.821,13349800,-49.98293460084612
odr7p_Bcary_5percent,JNL_10off_120on_50off,790,78.921,13242000,-50.38682377147256
odr7p_Bcary_5percent,JNL_10off_120on_50off,791,79.021,13156200,-50.70828658074665
odr7p_Bcary_5percent,JNL_10off_120on_50off,792,79.121,13468800,-49.53708291898577
odr7p_Bcary_5percent,JNL_10off_120on_50off,793,79.221,13382000,-49.86229238104861
odr7p_Bcary_5percent,JNL_10off_120on_50off,794,79.321,13506800.000000002,-49.394710113013545
odr7p_Bcary_5percent,JNL_10off_120on_50off,795,79.421,13351500,-49.97656529110526
odr7p_Bcary_5percent,JNL_10off_120on_50off,796,79.521,13560800,-49.19239086242146
odr7p_Bcary_5percent,JNL_10off_120on_50off,797,79.621,13169100,-50.65995475977188
odr7p_Bcary_5percent,JNL_10off_120on_50off,798,79.721,13377200,-49.880276314434575
odr7p_Bcary_5percent,JNL_10off_120on_50off,799,79.821,13487600,-49.46664584655741
odr7p_Bcary_5percent,JNL_10off_120on_50off,800,79.921,13472500,-49.52322030366742
odr7p_Bcary_5percent,JNL_10off_120on_50off,801,80.021,13403099.999999998,-49.78323800720615
odr7p_Bcary_5percent,JNL_10off_120on_50off,802,80.121,13433900,-49.667841101312874
odr7p_Bcary_5percent,JNL_10off_120on_50off,803,80.221,13619400,-48.97283700900116
odr7p_Bcary_5percent,JNL_10off_120on_50off,804,80.321,13488400,-49.463648524326416
odr7p_Bcary_5percent,JNL_10off_120on_50off,805,80.421,13580500,-49.118581802483234
odr7p_Bcary_5percent,JNL_10off_120on_50off,806,80.521,13491600,-49.45165923540244
odr7p_Bcary_5percent,JNL_10off_120on_50off,807,80.621,13587600,-49.091980567683166
odr7p_Bcary_5percent,JNL_10off_120on_50off,808,80.721,13574100,-49.14256038033118
odr7p_Bcary_5percent,JNL_10off_120on_50off,809,80.821,13760900,-48.4426856393941
odr7p_Bcary_5percent,JNL_10off_120on_50off,810,80.921,13576299.999999998,-49.13431774419596
odr7p_Bcary_5percent,JNL_10off_120on_50off,811,81.021,13507800,-49.39096346022481
odr7p_Bcary_5percent,JNL_10off_120on_50off,812,81.121,13708800.000000002,-48.637886249687575
odr7p_Bcary_5percent,JNL_10off_120on_50off,813,81.221,13461000,-49.566306810737956
odr7p_Bcary_5percent,JNL_10off_120on_50off,814,81.321,13778000,-48.378617876706606
odr7p_Bcary_5percent,JNL_10off_120on_50off,815,81.421,13633900.000000002,-48.91851054356438
odr7p_Bcary_5percent,JNL_10off_120on_50off,816,81.521,13659800,-48.821472236335964
odr7p_Bcary_5percent,JNL_10off_120on_50off,817,81.621,13537400,-49.280062537678035
odr7p_Bcary_5percent,JNL_10off_120on_50off,818,81.721,13509400,-49.384968815762825
odr7p_Bcary_5percent,JNL_10off_120on_50off,819,81.821,13348199.999999998,-49.988929245308114
odr7p_Bcary_5percent,JNL_10off_120on_50off,820,81.921,13512900.000000002,-49.37185553100222
odr7p_Bcary_5percent,JNL_10off_120on_50off,821,82.021,13394500,-49.81545922118933
odr7p_Bcary_5percent,JNL_10off_120on_50off,822,82.121,13575900,-49.13581640531145
odr7p_Bcary_5percent,JNL_10off_120on_50off,823,82.221,13501200,-49.41569136863051
odr7p_Bcary_5percent,JNL_10off_120on_50off,824,82.321,13407000,-49.76862606133005
odr7p_Bcary_5percent,JNL_10off_120on_50off,825,82.421,13440399.999999998,-49.643487858186056
odr7p_Bcary_5percent,JNL_10off_120on_50off,826,82.521,13496100,-49.4347992978531
odr7p_Bcary_5percent,JNL_10off_120on_50off,827,82.621,13756100,-48.46066957278006
odr7p_Bcary_5percent,JNL_10off_120on_50off,828,82.721,13591400,-49.077743287085944
odr7p_Bcary_5percent,JNL_10off_120on_50off,829,82.821,13528000,-49.315281073892216
odr7p_Bcary_5percent,JNL_10off_120on_50off,830,82.921,13702700.000000002,-48.6607408316989
odr7p_Bcary_5percent,JNL_10off_120on_50off,831,83.021,13470600,-49.53033894396603
odr7p_Bcary_5percent,JNL_10off_120on_50off,832,83.121,13540400,-49.26882257931181
odr7p_Bcary_5percent,JNL_10off_120on_50off,833,83.221,13221000,-50.46550348003615
odr7p_Bcary_5percent,JNL_10off_120on_50off,834,83.321,13548500.000000002,-49.23847469172299
odr7p_Bcary_5percent,JNL_10off_120on_50off,835,83.421,13398500,-49.80047261003436
odr7p_Bcary_5percent,JNL_10off_120on_50off,836,83.521,12346700,-53.74120201323367
odr7p_Bcary_5percent,JNL_10off_120on_50off,837,83.621,10837900,-59.39415174088827
odr7p_Bcary_5percent,JNL_10off_120on_50off,838,83.721,10708200.000000002,-59.88009260758815
odr7p_Bcary_5percent,JNL_10off_120on_50off,839,83.821,10807100,-59.50954864678153
odr7p_Bcary_5percent,JNL_10off_120on_50off,840,83.921,10697700.000000002,-59.919432461869945
odr7p_Bcary_5percent,JNL_10off_120on_50off,841,84.021,11078200,-58.493831075753455
odr7p_Bcary_5percent,JNL_10off_120on_50off,842,84.121,10637400,-60.14535562503113
odr7p_Bcary_5percent,JNL_10off_120on_50off,843,84.221,10778800,-59.61557892070294
odr7p_Bcary_5percent,JNL_10off_120on_50off,844,84.321,10808899.999999998,-59.5028046717618
odr7p_Bcary_5percent,JNL_10off_120on_50off,845,84.421,10747900,-59.73135049187508
odr7p_Bcary_5percent,JNL_10off_120on_50off,846,84.521,10959800,-58.93743476594055
odr7p_Bcary_5percent,JNL_10off_120on_50off,847,84.621,10635400,-60.152848930608606
odr7p_Bcary_5percent,JNL_10off_120on_50off,848,84.721,10758100,-59.693134633429914
odr7p_Bcary_5percent,JNL_10off_120on_50off,849,84.821,10975600,-58.87823765187843
odr7p_Bcary_5percent,JNL_10off_120on_50off,850,84.921,10705400,-59.89058323539663
odr7p_Bcary_5percent,JNL_10off_120on_50off,851,85.021,10672299.999999998,-60.01459744270402
odr7p_Bcary_5percent,JNL_10off_120on_50off,852,85.121,10749000,-59.72722917380747
odr7p_Bcary_5percent,JNL_10off_120on_50off,853,85.221,10717100,-59.846747397768354
odr7p_Bcary_5percent,JNL_10off_120on_50off,854,85.321,10379200,-61.112741375084425
odr7p_Bcary_5percent,JNL_10off_120on_50off,855,85.421,10477100,-60.74594406706654
odr7p_Bcary_5percent,JNL_10off_120on_50off,856,85.521,10699900,-59.91118982573472
odr7p_Bcary_5percent,JNL_10off_120on_50off,857,85.621,10594200,-60.30721102550479
odr7p_Bcary_5percent,JNL_10off_120on_50off,858,85.721,10414100,-60.98198319275732
odr7p_Bcary_5percent,JNL_10off_120on_50off,859,85.821,10645100,-60.11650639855781
odr7p_Bcary_5percent,JNL_10off_120on_50off,860,85.921,10927500.000000002,-59.05845165101693
odr7p_Bcary_5percent,JNL_10off_120on_50off,861,86.021,10968400,-58.90521355195737
odr7p_Bcary_5percent,JNL_10off_120on_50off,862,86.121,10706500.000000002,-59.886461917329015
odr7p_Bcary_5percent,JNL_10off_120on_50off,863,86.221,10644100,-60.12025305134655
odr7p_Bcary_5percent,JNL_10off_120on_50off,864,86.321,10573800,-60.38364274239514
odr7p_Bcary_5percent,JNL_10off_120on_50off,865,86.421,11081399.999999998,-58.48184178682948
odr7p_Bcary_5percent,JNL_10off_120on_50off,866,86.521,10658100,-60.06779991230415
odr7p_Bcary_5percent,JNL_10off_120on_50off,867,86.621,10949400,-58.97639995494348
odr7p_Bcary_5percent,JNL_10off_120on_50off,868,86.721,10780500,-59.609209610962075
odr7p_Bcary_5percent,JNL_10off_120on_50off,869,86.821,10813100,-59.487068730049074
odr7p_Bcary_5percent,JNL_10off_120on_50off,870,86.921,10791599.999999998,-59.56762176500705
odr7p_Bcary_5percent,JNL_10off_120on_50off,871,87.021,10801500,-59.530529902398484
odr7p_Bcary_5percent,JNL_10off_120on_50off,872,87.121,10849100,-59.35218922965435
odr7p_Bcary_5percent,JNL_10off_120on_50off,873,87.221,10935200,-59.029602424543626
odr7p_Bcary_5percent,JNL_10off_120on_50off,874,87.321,10590599.999999998,-60.320698975544275
odr7p_Bcary_5percent,JNL_10off_120on_50off,875,87.421,10822500,-59.4518501938349
odr7p_Bcary_5percent,JNL_10off_120on_50off,876,87.521,10767800,-59.65679210137911
odr7p_Bcary_5percent,JNL_10off_120on_50off,877,87.621,10977500,-58.87111901157982
odr7p_Bcary_5percent,JNL_10off_120on_50off,878,87.721,10827000,-59.43499025628556
odr7p_Bcary_5percent,JNL_10off_120on_50off,879,87.821,10839600,-59.38778243114741
odr7p_Bcary_5percent,JNL_10off_120on_50off,880,87.921,10923400,-59.07381292745079
odr7p_Bcary_5percent,JNL_10off_120on_50off,881,88.021,11087800.000000002,-58.45786320898152
odr7p_Bcary_5percent,JNL_10off_120on_50off,882,88.121,10889600,-59.20044979171028
odr7p_Bcary_5percent,JNL_10off_120on_50off,883,88.221,10766200,-59.6627867458411
odr7p_Bcary_5percent,JNL_10off_120on_50off,884,88.321,10933800,-59.03484773844786
odr7p_Bcary_5percent,JNL_10off_120on_50off,885,88.421,10754000,-59.70849590986376
odr7p_Bcary_5percent,JNL_10off_120on_50off,886,88.521,10952300,-58.965534661856125
odr7p_Bcary_5percent,JNL_10off_120on_50off,887,88.621,10884700,-59.21880839037512
odr7p_Bcary_5percent,JNL_10off_120on_50off,888,88.721,10884900,-59.21805905981737
odr7p_Bcary_5percent,JNL_10off_120on_50off,889,88.821,11028800,-58.678915723517335
odr7p_Bcary_5percent,JNL_10off_120on_50off,890,88.921,11144700,-58.24467866530208
odr7p_Bcary_5percent,JNL_10off_120on_50off,891,89.021,10920900,-59.08317955942264
odr7p_Bcary_5percent,JNL_10off_120on_50off,892,89.121,10846900,-59.360431865789586
odr7p_Bcary_5percent,JNL_10off_120on_50off,893,89.221,10585900,-60.33830824365136
odr7p_Bcary_5percent,JNL_10off_120on_50off,894,89.321,10629500,-60.17495418206219
odr7p_Bcary_5percent,JNL_10off_120on_50off,895,89.421,10719300,-59.83850476163312
odr7p_Bcary_5percent,JNL_10off_120on_50off,896,89.521,10517800,-60.59345529856473
odr7p_Bcary_5percent,JNL_10off_120on_50off,897,89.621,10620700,-60.207924726603125
odr7p_Bcary_5percent,JNL_10off_120on_50off,898,89.721,10584499.999999998,-60.34355355755561
odr7p_Bcary_5percent,JNL_10off_120on_50off,899,89.821,10498000,-60.66763902378182
